Book,Chapter,Verse,Text
Matthew,28,Title,The Resurrection of Jesus
Matthew,28,Title,The Report of the Guard
Matthew,28,Title,The Commissioning of the Disciples
Matthew,28,1,"After the sabbath, as the first day of the week was dawning, Mary Magdalene and the other Mary went to see the tomb. "
Matthew,28,2,"And suddenly there was a great earthquake; for an angel of the Lord, descending from heaven, came and rolled back the stone and sat on it. "
Matthew,28,3,"His appearance was like lightning, and his clothing white as snow. "
Matthew,28,4,For fear of him the guards shook and became like dead men. 
Matthew,28,5,"But the angel said to the women, “Do not be afraid; I know that you are looking for Jesus who was crucified. "
Matthew,28,6,"He is not here; for he has been raised, as he said. Come, see the place where he lay. "
Matthew,28,7,"Then go quickly and tell his disciples, ‘He has been raised from the dead, and indeed he is going ahead of you to Galilee; there you will see him.’ This is my message for you.” "
Matthew,28,8,"So they left the tomb quickly with fear and great joy, and ran to tell his disciples. "
Matthew,28,9,"Suddenly Jesus met them and said, “Greetings!” And they came to him, took hold of his feet, and worshiped him. "
Matthew,28,10,"Then Jesus said to them, “Do not be afraid; go and tell my brothers to go to Galilee; there they will see me.” "
Matthew,28,11,"While they were going, some of the guard went into the city and told the chief priests everything that had happened. "
Matthew,28,12,"After the priests had assembled with the elders, they devised a plan to give a large sum of money to the soldiers, "
Matthew,28,13,"telling them, “You must say, ‘His disciples came by night and stole him away while we were asleep.’ "
Matthew,28,14,"If this comes to the governor’s ears, we will satisfy him and keep you out of trouble.” "
Matthew,28,15,So they took the money and did as they were directed. And this story is still told among the Jews to this day. 
Matthew,28,16,"Now the eleven disciples went to Galilee, to the mountain to which Jesus had directed them. "
Matthew,28,17,"When they saw him, they worshiped him; but some doubted. "
Matthew,28,18,"And Jesus came and said to them, “All authority in heaven and on earth has been given to me. "
Matthew,28,19,"Go therefore and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit, "
Matthew,28,20,"and teaching them to obey everything that I have commanded you. And remember, I am with you always, to the end of the age.” "
