Book,Chapter,Verse,Text
John,16,Title,The Work of the Spirit
John,16,Title,Sorrow Will Turn into Joy
John,16,Title,Peace for the Disciples
John,16,1,“I have said these things to you to keep you from stumbling. 
John,16,2,"They will put you out of the synagogues. Indeed, an hour is coming when those who kill you will think that by doing so they are offering worship to God. "
John,16,3,And they will do this because they have not known the Father or me. 
John,16,4,"But I have said these things to you so that when their hour comes you may remember that I told you about them. “I did not say these things to you from the beginning, because I was with you. "
John,16,5,"But now I am going to him who sent me; yet none of you asks me, ‘Where are you going?’ "
John,16,6,"But because I have said these things to you, sorrow has filled your hearts. "
John,16,7,"Nevertheless I tell you the truth: it is to your advantage that I go away, for if I do not go away, the Advocate will not come to you; but if I go, I will send him to you. "
John,16,8,"And when he comes, he will prove the world wrong about sin and righteousness and judgment: "
John,16,9,"about sin, because they do not believe in me; "
John,16,10,"about righteousness, because I am going to the Father and you will see me no longer; "
John,16,11,"about judgment, because the ruler of this world has been condemned. "
John,16,12,"“I still have many things to say to you, but you cannot bear them now. "
John,16,13,"When the Spirit of truth comes, he will guide you into all the truth; for he will not speak on his own, but will speak whatever he hears, and he will declare to you the things that are to come. "
John,16,14,"He will glorify me, because he will take what is mine and declare it to you. "
John,16,15,All that the Father has is mine. For this reason I said that he will take what is mine and declare it to you. 
John,16,16,"“A little while, and you will no longer see me, and again a little while, and you will see me.” "
John,16,17,"Then some of his disciples said to one another, “What does he mean by saying to us, ‘A little while, and you will no longer see me, and again a little while, and you will see me’; and ‘Because I am going to the Father’?” "
John,16,18,"They said, “What does he mean by this ‘a little while’? We do not know what he is talking about.” "
John,16,19,"Jesus knew that they wanted to ask him, so he said to them, “Are you discussing among yourselves what I meant when I said, ‘A little while, and you will no longer see me, and again a little while, and you will see me’? "
John,16,20,"Very truly, I tell you, you will weep and mourn, but the world will rejoice; you will have pain, but your pain will turn into joy. "
John,16,21,"When a woman is in labor, she has pain, because her hour has come. But when her child is born, she no longer remembers the anguish because of the joy of having brought a human being into the world. "
John,16,22,"So you have pain now; but I will see you again, and your hearts will rejoice, and no one will take your joy from you. "
John,16,23,"On that day you will ask nothing of me. Very truly, I tell you, if you ask anything of the Father in my name, he will give it to you. "
John,16,24,"Until now you have not asked for anything in my name. Ask and you will receive, so that your joy may be complete. "
John,16,25,"“I have said these things to you in figures of speech. The hour is coming when I will no longer speak to you in figures, but will tell you plainly of the Father. "
John,16,26,On that day you will ask in my name. I do not say to you that I will ask the Father on your behalf; 
John,16,27,"for the Father himself loves you, because you have loved me and have believed that I came from God. "
John,16,28,"I came from the Father and have come into the world; again, I am leaving the world and am going to the Father.” "
John,16,29,"His disciples said, “Yes, now you are speaking plainly, not in any figure of speech! "
John,16,30,"Now we know that you know all things, and do not need to have anyone question you; by this we believe that you came from God.” "
John,16,31,"Jesus answered them, “Do you now believe? "
John,16,32,"The hour is coming, indeed it has come, when you will be scattered, each one to his home, and you will leave me alone. Yet I am not alone because the Father is with me. "
Matthew,16,33,"I have said this to you, so that in me you may have peace. In the world you face persecution. But take courage; I have conquered the world!” "
