Book,Chapter,Verse,Text
Acts,22,Title,Paul Tells of His Conversion
Acts,22,Title,Paul Sent to the Gentiles
Acts,22,Title,Paul and the Roman Tribune
Acts,22,Title,Paul before the Council
Acts,22,1,"“Brothers and fathers, listen to the defense that I now make before you.” "
Acts,22,2,"When they heard him addressing them in Hebrew, they became even more quiet. Then he said: "
Acts,22,3,"“I am a Jew, born in Tarsus in Cilicia, but brought up in this city at the feet of Gamaliel, educated strictly according to our ancestral law, being zealous for God, just as all of you are today. "
Acts,22,4,"I persecuted this Way up to the point of death by binding both men and women and putting them in prison, "
Acts,22,5,"as the high priest and the whole council of elders can testify about me. From them I also received letters to the brothers in Damascus, and I went there in order to bind those who were there and to bring them back to Jerusalem for punishment. "
Acts,22,6,"“While I was on my way and approaching Damascus, about noon a great light from heaven suddenly shone about me. "
Acts,22,7,"I fell to the ground and heard a voice saying to me, ‘Saul, Saul, why are you persecuting me?’ "
Acts,22,8,"I answered, ‘Who are you, Lord?’ Then he said to me, ‘I am Jesus of Nazareth whom you are persecuting.’ "
Acts,22,9,Now those who were with me saw the light but did not hear the voice of the one who was speaking to me. 
Acts,22,10,"I asked, ‘What am I to do, Lord?’ The Lord said to me, ‘Get up and go to Damascus; there you will be told everything that has been assigned to you to do.’ "
Acts,22,11,"Since I could not see because of the brightness of that light, those who were with me took my hand and led me to Damascus. "
Acts,22,12,"“A certain Ananias, who was a devout man according to the law and well spoken of by all the Jews living there, "
Acts,22,13,"came to me; and standing beside me, he said, ‘Brother Saul, regain your sight!’ In that very hour I regained my sight and saw him. "
Acts,22,14,"Then he said, ‘The God of our ancestors has chosen you to know his will, to see the Righteous One and to hear his own voice; "
Acts,22,15,for you will be his witness to all the world of what you have seen and heard. 
Acts,22,16,"And now why do you delay? Get up, be baptized, and have your sins washed away, calling on his name.’ "
Acts,22,17,"“After I had returned to Jerusalem and while I was praying in the temple, I fell into a trance "
Acts,22,18,"and saw Jesus saying to me, ‘Hurry and get out of Jerusalem quickly, because they will not accept your testimony about me.’ "
Acts,22,19,"And I said, ‘Lord, they themselves know that in every synagogue I imprisoned and beat those who believed in you. "
Acts,22,20,"And while the blood of your witness Stephen was shed, I myself was standing by, approving and keeping the coats of those who killed him.’ "
Acts,22,21,"Then he said to me, ‘Go, for I will send you far away to the Gentiles.’” "
Acts,22,22,"Up to this point they listened to him, but then they shouted, “Away with such a fellow from the earth! For he should not be allowed to live.” "
Acts,22,23,"And while they were shouting, throwing off their cloaks, and tossing dust into the air, "
Acts,22,24,"the tribune directed that he was to be brought into the barracks, and ordered him to be examined by flogging, to find out the reason for this outcry against him. "
Acts,22,25,"But when they had tied him up with thongs, Paul said to the centurion who was standing by, “Is it legal for you to flog a Roman citizen who is uncondemned?” "
Acts,22,26,"When the centurion heard that, he went to the tribune and said to him, “What are you about to do? This man is a Roman citizen.” "
Acts,22,27,"The tribune came and asked Paul, “Tell me, are you a Roman citizen?” And he said, “Yes.” "
Acts,22,28,"The tribune answered, “It cost me a large sum of money to get my citizenship.” Paul said, “But I was born a citizen.” "
Acts,22,29,"Immediately those who were about to examine him drew back from him; and the tribune also was afraid, for he realized that Paul was a Roman citizen and that he had bound him. "
Matthew,22,30,"Since he wanted to find out what Paul was being accused of by the Jews, the next day he released him and ordered the chief priests and the entire council to meet. He brought Paul down and had him stand before them. "
